Tanggal,Provinsi,Kriteria UMKM,Jenis UMKM,Lokasi Usaha,Lama Usaha (Bulan),Status Kepemilikan Tempat Usaha,Jumlah Karyawan,Aset Usaha (IDR),Jumlah Pasti Aset Usaha (IDR),Liabilitas Usaha (IDR),Jumlah Pasti Liabilitas Usaha (IDR),Omset Bulanan (IDR),Jumlah Pasti Omset Bulanan (IDR),Laba Bersih (IDR),Jumlah Pasti Laba Bersih (IDR),Jumlah Pinjaman (IDR),Jumlah Pasti Jumlah Pinjaman (IDR),Rekening Bank,Skor Kredit,Kategori Skor Kredit
2020-11-22,18,3,5,3,238,4,82,12,6414590000,10,2251610000,12,6488260000,10,1874140000,10,1381200000,0,850,5
2020-07-03,1,2,3,1,83,4,20,5,119220000,6,269960000,7,367550000,6,269880000,4,52030000,0,850,5
2022-07-31,5,2,4,2,62,3,25,9,921310000,8,499210000,7,342540000,4,62240000,4,72570000,0,850,5
2020-09-20,33,2,1,3,73,4,14,7,364890000,4,57620000,7,378020000,7,318590000,4,99990000,1,850,5
2022-02-17,9,3,4,1,126,2,56,10,1447580000,13,9319510000,12,5831330000,11,3433070000,12,5632700000,1,850,5
2020-05-18,11,1,5,1,20,2,5,3,43950000,1,9250000,2,22210000,1,4870000,1,5700000,1,724,3
2021-10-09,6,2,1,3,63,4,18,4,75060000,8,468920000,4,88830000,6,276340000,5,186080000,0,850,5
2023-08-03,33,1,1,2,34,3,2,1,6290000,2,11880000,1,1860000,1,6910000,3,43100000,0,417,1
2023-01-08,12,3,5,1,89,4,69,13,9822300000,10,2775160000,13,9370520000,10,2643710000,12,5554390000,1,850,5
2020-05-21,21,3,2,3,80,3,73,13,9745920000,12,5611830000,11,3607180000,13,8211090000,11,3112630000,1,850,5
2020-10-17,28,1,4,3,18,2,4,2,12170000,1,5520000,2,23390000,3,32590000,2,10110000,0,729,3
2020-04-27,24,1,4,3,32,4,4,1,1280000,2,28280000,1,6390000,1,4770000,3,45810000,1,401,1
2021-08-21,35,2,1,1,70,4,9,7,327150000,4,57500000,8,482440000,7,383880000,8,440910000,0,850,5
2020-08-04,31,3,3,2,191,4,65,12,5419470000,13,9413930000,12,6775570000,12,6809410000,11,4478760000,1,850,5
2021-07-14,7,1,3,2,30,2,3,3,45250000,1,9280000,1,5740000,3,44230000,3,45170000,0,850,5
2020-06-13,23,1,4,1,13,1,2,3,37610000,1,8070000,2,17230000,3,33030000,2,19530000,0,824,5
2022-07-12,26,1,5,2,25,2,5,2,19920000,2,13670000,3,32690000,3,46180000,2,17620000,0,850,5
2022-06-04,7,1,5,3,29,2,1,1,8140000,2,24070000,1,4750000,2,11960000,2,11670000,1,483,1
2023-04-19,7,3,4,1,134,4,78,13,7698180000,13,9166090000,11,3461040000,11,4738690000,11,3814500000,1,850,5
2020-05-13,37,3,4,3,68,2,49,13,9497880000,10,2620010000,11,4906060000,10,1095960000,13,9030340000,0,850,5
2022-07-28,8,2,3,2,86,1,25,6,297220000,9,751620000,4,54890000,5,183030000,8,428370000,0,850,5
2020-06-09,25,2,3,2,15,4,8,6,205660000,4,78960000,9,873220000,9,711160000,6,222260000,0,850,5
2020-03-05,17,3,3,2,144,4,93,12,6328350000,11,3322200000,11,4851780000,11,4859110000,10,1039590000,0,850,5
2023-10-22,31,1,4,2,8,2,3,1,940000,1,8520000,3,30080000,1,4790000,1,20000,0,480,1
2020-05-18,32,3,1,2,237,4,78,13,9757450000,10,2421510000,10,2716750000,13,9622500000,13,7608420000,1,850,5
2022-09-17,7,2,2,1,17,2,17,9,684130000,8,430330000,7,348960000,8,481770000,8,400300000,1,850,5
2022-04-30,23,1,5,3,7,3,4,2,15490000,1,2570000,1,9110000,2,12110000,3,30930000,1,597,2
2020-02-12,24,3,1,3,121,3,98,12,6041240000,11,4917590000,12,6137450000,10,2492620000,12,5851530000,1,850,5
2023-11-26,29,2,3,1,106,4,23,9,959880000,6,227870000,6,241830000,6,215150000,9,750770000,0,850,5
2022-02-28,6,2,5,2,35,1,12,5,131650000,8,424240000,8,450130000,4,57690000,9,956560000,0,850,5
2020-03-22,13,3,2,1,124,2,89,10,2194460000,13,7644410000,13,9872970000,13,9914840000,10,2874030000,0,850,5
2020-08-22,15,1,5,3,14,1,5,1,4540000,2,27130000,1,6620000,3,45770000,1,1380000,1,698,3
2020-09-21,3,2,1,3,58,1,16,5,164170000,5,114910000,4,86900000,7,352820000,6,255180000,0,850,5
2021-07-16,7,3,2,3,123,2,28,11,4817340000,12,5268130000,10,1206020000,12,6728900000,11,3342760000,1,850,5
2020-12-30,18,1,3,2,2,4,4,1,5800000,3,35930000,3,34290000,1,880000,3,46460000,0,414,1
2022-03-02,5,1,5,1,36,3,3,2,29730000,1,4940000,1,2960000,1,1920000,3,46190000,1,584,2
2022-02-12,4,2,3,1,77,3,6,8,485690000,4,87070000,7,315280000,7,368900000,4,85320000,0,850,5
2021-11-27,15,3,5,3,102,4,50,11,3569380000,11,4946070000,10,2908460000,12,5997020000,10,2603740000,1,850,5
2023-03-10,24,2,5,1,52,4,5,7,397680000,5,164350000,9,898700000,8,421090000,8,400250000,0,850,5
2023-03-25,35,1,1,1,29,3,1,3,37650000,2,11720000,1,7230000,3,32390000,2,26410000,1,826,5
2022-08-30,12,1,4,1,10,3,3,1,640000,1,7010000,1,1640000,1,8970000,1,220000,1,445,1
2023-03-31,6,3,3,3,81,1,98,11,4150870000,12,6810890000,10,2679440000,12,6720500000,11,3194110000,1,850,5
2020-12-09,15,1,1,2,15,1,2,3,45520000,1,9530000,3,47430000,2,16030000,3,45110000,0,850,5
2020-03-24,20,3,2,1,153,4,76,10,2592540000,10,1030170000,13,9895040000,13,9648370000,13,8209980000,1,850,5
2020-03-11,30,2,5,2,31,2,12,8,482910000,4,62630000,8,443300000,6,209140000,5,116450000,0,850,5
2023-01-05,22,2,1,3,57,2,13,5,190070000,5,127540000,6,234290000,4,61760000,6,296330000,0,850,5
2020-01-20,34,3,5,3,62,1,81,10,1002990000,13,8174430000,12,5522680000,10,1729180000,13,8234450000,0,850,5
2022-07-07,9,1,3,2,32,4,4,2,17920000,3,48350000,1,7550000,2,28020000,1,6180000,1,593,2
2022-08-23,34,2,1,3,26,1,8,7,320290000,4,90770000,8,476390000,7,334290000,6,256560000,1,850,5
2023-02-20,6,2,3,3,98,1,17,6,282660000,4,97870000,8,402540000,7,306330000,9,645440000,0,850,5
2023-05-12,25,3,3,3,70,3,28,13,9983770000,13,7280040000,10,1246100000,13,9805570000,12,6678840000,0,850,5
2020-11-26,18,2,4,2,27,3,6,7,395940000,9,930130000,6,265450000,5,192280000,8,403280000,0,850,5
2021-11-27,35,3,5,3,76,3,59,11,3707430000,12,6966480000,10,1506210000,11,3486250000,10,2939820000,0,850,5
2021-02-06,9,2,2,1,47,4,23,5,147080000,6,216550000,7,382830000,7,374040000,8,426190000,0,850,5
2020-11-19,4,2,3,1,84,4,8,8,468830000,8,491140000,6,219020000,7,314920000,9,701820000,0,850,5
2021-07-31,23,2,3,3,39,3,21,6,202480000,5,135750000,7,358060000,8,453880000,6,299480000,0,850,5
2020-01-01,27,2,4,3,88,2,9,6,229090000,5,169150000,5,153270000,8,431170000,4,92000000,1,850,5
2023-08-19,35,3,4,1,53,3,97,11,4565200000,10,2976170000,11,3076870000,10,2740110000,12,5919230000,0,850,5
2023-09-25,13,3,5,2,194,1,77,10,1163680000,13,7300070000,10,2898930000,11,4778370000,13,9908610000,0,850,5
2022-04-26,38,1,3,3,3,2,1,3,40420000,1,4970000,3,46580000,2,18100000,2,11200000,1,850,5
2022-12-19,20,1,5,2,19,1,4,1,3060000,1,8830000,2,21900000,2,17500000,1,7090000,0,562,1
2021-04-01,22,3,2,3,225,1,88,11,4911250000,10,1252970000,11,4147990000,10,1532310000,10,2745230000,0,850,5
2020-11-13,30,3,1,3,28,2,91,10,1569610000,13,9685130000,13,9867910000,10,2520770000,12,5809570000,1,850,5
2020-03-13,38,3,3,2,171,4,76,12,6559330000,12,5424080000,12,6698880000,13,8176020000,12,6086620000,1,850,5
2022-04-05,14,2,4,1,43,3,5,4,64950000,9,503700000,6,261240000,4,75580000,9,717450000,1,850,5
2023-08-28,12,2,3,1,107,1,8,5,185020000,8,484430000,4,89790000,6,201600000,4,57290000,1,850,5
2021-12-05,9,1,1,2,33,1,5,2,19800000,1,5090000,2,21680000,2,24010000,3,37930000,0,712,3
2020-03-17,17,2,2,3,96,4,11,7,394470000,6,210880000,6,231680000,6,232130000,6,247180000,0,850,5
2020-12-04,9,1,2,3,35,2,4,2,22990000,1,950000,3,46340000,2,29370000,1,9660000,1,850,5
2020-08-08,15,2,3,3,24,2,8,6,212960000,8,449770000,8,439900000,4,53870000,6,268400000,0,850,5
2020-01-16,36,2,3,2,84,2,13,9,646100000,8,442130000,7,399900000,9,985880000,8,462660000,0,850,5
2022-05-27,5,2,2,1,49,1,6,4,96820000,6,217920000,5,182190000,4,69710000,4,92210000,1,850,5
2022-09-15,28,3,2,3,207,2,46,10,1210980000,11,4600850000,10,1985720000,11,4668630000,11,3090470000,0,850,5
2020-12-22,12,2,1,3,29,2,7,9,821540000,8,487790000,6,262170000,7,397640000,8,463700000,1,850,5
2023-10-02,16,3,4,1,77,1,83,11,3677280000,13,7427590000,11,3837940000,10,2076180000,13,9002960000,0,850,5
2023-04-28,24,1,2,3,24,3,3,3,40700000,1,5340000,2,29140000,2,14020000,2,19070000,1,825,5
2022-05-12,4,3,3,1,164,4,41,12,5505270000,10,2160860000,12,6199160000,13,7139930000,13,8130190000,1,850,5
2020-11-11,24,2,1,3,98,4,23,5,133320000,7,344550000,9,760800000,8,491660000,4,56770000,0,850,5
2022-12-19,35,3,1,2,75,2,91,12,5713650000,12,5745620000,10,2347420000,12,6926310000,11,4963240000,0,850,5
2022-09-15,3,3,3,2,129,1,95,12,6846930000,13,9355270000,11,4953870000,12,5116400000,12,5209960000,1,850,5
2020-03-02,12,2,4,2,58,2,25,7,390810000,4,58350000,6,223810000,8,445580000,4,66130000,1,850,5
2021-05-16,25,1,5,1,20,1,2,1,2070000,1,4510000,2,20000000,3,47430000,1,4830000,0,771,4
2022-01-06,13,2,3,3,86,3,5,8,456770000,7,358660000,5,141590000,8,416680000,7,350460000,1,850,5
2021-10-23,32,1,4,1,3,2,3,2,19920000,1,6980000,1,3730000,1,1350000,3,37100000,1,502,1
2020-06-01,3,1,5,1,8,1,2,3,46410000,2,16410000,3,48390000,1,560000,2,26760000,1,778,4
2022-07-16,1,1,4,2,28,2,2,1,1480000,2,20750000,1,9110000,1,3780000,3,32220000,1,426,1
2021-08-23,3,3,1,2,37,2,64,11,4279740000,11,3600020000,13,9670040000,12,6027470000,11,4106500000,0,850,5
2021-10-10,14,1,4,1,24,1,1,2,17790000,3,42370000,3,39440000,3,43870000,1,300000,1,838,5
2021-04-05,3,3,2,1,52,3,73,13,7260020000,10,2054850000,11,4089840000,12,5694250000,12,5780550000,0,850,5
2020-07-13,35,2,1,3,71,4,7,6,221370000,7,356280000,5,139710000,6,230410000,7,366370000,0,850,5
2023-07-13,6,2,1,1,76,1,6,9,976350000,5,186470000,7,336980000,8,413840000,5,143170000,0,850,5
2023-04-28,23,1,4,2,9,2,2,2,21370000,3,37210000,1,7430000,2,29600000,1,110000,0,579,1
2020-12-24,23,2,4,2,61,3,11,7,326560000,6,225700000,6,273370000,8,481590000,4,91450000,1,850,5
2020-02-20,11,3,3,1,29,1,41,13,8985080000,13,7120590000,13,8708830000,11,3801520000,12,6629640000,0,850,5
2021-09-02,8,2,1,1,105,2,21,6,223440000,4,82490000,9,594180000,7,334020000,9,579760000,1,850,5
2023-09-12,19,3,4,3,209,1,50,13,9061070000,10,1937740000,10,2354170000,13,9254660000,12,6630920000,1,850,5
2021-04-27,34,2,2,2,88,2,7,6,247030000,9,991410000,6,200430000,8,462490000,5,128320000,1,850,5
2022-12-03,31,1,1,1,33,3,3,1,9940000,3,42090000,3,35230000,2,12000000,2,24960000,1,569,1
2021-09-18,25,2,2,3,49,4,13,7,334560000,8,458190000,6,276190000,4,66740000,4,55570000,1,850,5
2020-09-17,11,2,1,3,79,1,16,8,447700000,8,471480000,4,61000000,5,157130000,9,801130000,0,850,5
2022-11-06,36,3,2,1,61,3,72,10,1153550000,11,4410030000,12,6525390000,11,3370780000,12,6546370000,0,850,5
2022-07-09,2,2,2,1,72,4,22,9,555150000,4,55810000,9,615210000,5,137340000,7,307230000,0,850,5
2022-11-12,7,3,3,1,95,3,53,13,8538010000,13,8184130000,12,6461620000,12,6784610000,12,6853890000,1,850,5
2023-08-06,13,3,1,1,128,2,58,13,8684060000,12,5963610000,10,2791750000,12,6581980000,10,1903450000,0,850,5
2023-07-26,6,2,4,1,112,4,13,5,110270000,5,158270000,4,57630000,7,312490000,6,264920000,1,850,5
2020-09-14,19,1,3,1,7,4,3,1,6450000,2,19750000,1,9180000,3,30520000,2,19000000,1,625,2
2021-10-27,15,1,5,3,1,2,2,1,7820000,3,43350000,3,33590000,3,49840000,1,7770000,0,735,3
2023-03-25,6,1,2,1,7,4,1,3,47560000,2,27430000,3,32570000,2,25020000,2,29610000,1,850,5
2020-05-17,28,2,3,2,72,1,23,8,457740000,7,366070000,8,471800000,6,215870000,9,728420000,1,850,5
2023-02-14,24,3,2,3,156,2,84,12,6735850000,10,1141710000,12,6975510000,12,6502240000,10,2431250000,0,850,5
2022-11-19,38,2,5,2,23,1,22,8,486040000,4,55400000,7,391050000,7,371820000,7,326800000,0,850,5
2023-02-19,21,3,1,3,88,4,77,13,8608500000,13,9829750000,10,2494280000,13,9453920000,12,5623680000,1,850,5
2020-07-11,13,3,3,1,199,4,96,11,4316480000,13,9524630000,12,5991900000,10,1472160000,12,5996390000,1,850,5
2022-05-15,36,3,3,2,40,3,46,12,6899510000,10,1373980000,11,4114910000,13,9302270000,11,3095010000,1,850,5
2021-08-28,30,3,4,1,94,1,98,13,7790140000,13,7619380000,11,3323460000,12,6676470000,12,5436030000,0,850,5
2020-08-31,1,3,5,3,116,3,48,13,7555840000,13,7583280000,10,1928770000,13,8988580000,12,5588820000,1,850,5
2022-10-16,14,1,1,1,30,2,2,2,18570000,2,12040000,3,47330000,1,70000,3,43440000,1,666,2
2020-09-08,29,1,1,2,27,4,2,3,40020000,1,7480000,3,32830000,3,32360000,2,17120000,0,850,5
2020-03-14,18,3,4,1,24,3,92,11,3458640000,13,9415930000,13,7011620000,13,9044800000,10,2850340000,1,850,5
2020-12-10,20,1,2,2,19,3,1,1,2120000,3,49240000,1,2390000,1,360000,1,6780000,0,300,1
2020-03-13,38,3,2,3,111,2,43,13,7102890000,11,3231630000,10,2170700000,10,1509330000,12,5403890000,1,850,5
2021-09-10,35,3,5,3,79,1,67,12,5741460000,10,2696180000,11,4985260000,13,9735660000,12,6472200000,0,850,5
2023-02-09,7,2,5,2,47,2,18,9,735870000,6,273380000,5,122910000,5,122950000,8,453500000,0,850,5
2020-01-18,20,2,4,2,71,1,20,6,218620000,7,348560000,8,473130000,6,207170000,7,358450000,1,850,5
2021-12-07,2,2,1,1,67,1,8,5,185470000,6,294470000,4,87220000,4,56790000,9,719820000,1,850,5
2020-12-31,7,2,1,3,116,4,24,9,990060000,9,587500000,7,398490000,5,112400000,7,375300000,0,850,5
2020-02-08,11,3,1,2,73,1,64,10,2729340000,10,2971350000,11,3603950000,12,5460330000,11,4256520000,0,850,5
2023-09-22,23,3,4,3,203,4,61,11,4231010000,13,7530020000,13,7742540000,12,6699360000,13,7590590000,0,850,5
2022-12-10,36,3,5,2,33,4,31,12,5573850000,13,7610400000,10,1452630000,13,8209690000,12,6570870000,0,850,5
2023-03-27,5,3,4,3,146,3,61,11,4831760000,10,1545990000,11,3196520000,10,1597930000,10,1995470000,1,850,5
2023-09-20,25,2,3,3,28,1,20,4,62860000,8,429750000,8,439190000,5,162050000,4,64780000,0,850,5
2022-09-29,4,2,4,3,50,3,9,5,142220000,9,738960000,4,78260000,9,974370000,6,206650000,1,850,5
2023-12-16,37,1,3,1,17,1,3,1,4710000,3,42210000,2,20330000,2,23240000,1,8070000,1,551,1
2020-07-03,9,3,1,2,77,3,70,13,8531980000,13,9661190000,12,6283370000,13,8354830000,13,8978190000,0,850,5
2022-02-14,28,2,4,2,62,4,13,8,495890000,4,64750000,6,294300000,8,413850000,7,378410000,0,850,5
2020-12-06,20,3,2,1,52,4,57,12,5428640000,11,4873130000,12,6549320000,12,6484300000,11,3257690000,0,850,5
2020-01-28,2,3,3,3,155,3,65,10,2796670000,10,1718010000,10,2641510000,11,3907240000,12,5162240000,0,850,5
2020-04-27,21,1,5,3,6,3,4,2,21860000,1,7670000,3,31110000,1,5380000,2,28080000,1,651,2
2020-02-04,35,3,1,2,115,1,100,12,5126520000,11,3694600000,12,6938930000,12,5241080000,11,4955830000,0,850,5
2020-09-14,20,3,2,3,62,1,96,12,6257790000,12,5005540000,11,4698820000,10,1311180000,10,1772830000,0,850,5
2023-06-11,24,1,5,1,18,1,5,3,44740000,1,7270000,2,21340000,2,17270000,2,11550000,1,822,5
2023-08-15,31,3,1,1,57,1,56,11,4490070000,12,5431840000,11,3852360000,10,2882090000,12,5574490000,1,850,5
2020-11-15,5,1,4,2,5,2,5,1,1060000,1,4940000,2,28560000,2,15960000,2,13880000,1,620,2
2022-09-06,1,3,2,1,119,3,94,12,5751820000,10,2857210000,11,3778510000,12,6346610000,13,8981560000,1,850,5
2023-09-22,7,3,2,1,75,1,48,12,5424930000,12,6521330000,13,8630260000,13,7550350000,10,1432350000,0,850,5
2021-11-16,15,3,5,2,90,1,74,10,1165100000,12,5899990000,10,2493680000,11,3020090000,12,6543290000,0,850,5
2022-07-14,24,2,2,3,37,4,6,4,82180000,6,269220000,4,63560000,9,601390000,6,231620000,1,850,5
2023-06-27,18,2,1,2,56,1,21,4,95210000,4,80090000,9,687820000,7,349330000,8,419050000,0,850,5
2022-11-11,16,2,5,2,83,4,7,5,126670000,9,682730000,8,465290000,8,400290000,6,200610000,0,850,5
2023-12-09,4,3,4,1,168,2,92,12,5829720000,11,3830550000,13,8734430000,13,7832260000,10,2960130000,1,850,5
2020-12-31,34,1,4,1,14,4,3,2,26420000,1,1980000,3,32670000,1,1400000,2,16610000,0,628,2
2021-04-10,37,1,3,1,29,3,5,3,35000000,3,47150000,1,5890000,2,22350000,3,42820000,1,638,2
2020-12-25,36,3,4,2,102,4,84,10,1825920000,12,6166010000,10,1441600000,11,3724170000,13,9244200000,1,850,5
2021-08-04,9,2,2,2,111,1,17,8,469400000,6,228890000,8,433260000,8,429920000,9,944960000,0,850,5
2023-12-04,10,2,4,1,81,3,12,8,414720000,8,418430000,8,439680000,7,393730000,9,769670000,0,850,5
2021-06-09,24,2,4,3,99,1,11,9,565380000,9,841310000,8,455220000,8,451750000,6,278180000,1,850,5
2023-05-07,20,1,5,1,12,4,3,2,19550000,3,34360000,2,26630000,1,9500000,3,41660000,1,576,1
2023-04-17,17,1,1,3,15,4,3,2,24950000,2,15400000,3,33240000,1,9100000,3,39510000,0,636,2
2020-08-26,17,1,4,3,1,3,2,1,9920000,2,13700000,2,14800000,2,27180000,3,34480000,0,605,2
2020-12-15,29,1,1,3,33,1,3,2,20940000,3,33070000,1,9110000,3,48970000,2,13890000,1,799,4
2023-10-12,31,1,3,3,20,4,3,2,17690000,2,21470000,1,8450000,1,7870000,1,5080000,0,469,1
2020-12-01,13,1,4,1,11,2,1,2,27100000,1,1860000,3,34610000,1,3670000,2,27260000,1,691,3
2023-07-13,29,1,5,3,22,1,5,3,44510000,3,36110000,3,38860000,2,15030000,2,11050000,0,739,3
2023-03-05,30,1,2,1,24,1,5,3,47210000,3,40550000,2,15250000,1,2610000,3,44730000,0,569,1
2022-01-17,38,3,5,2,114,2,65,12,5292170000,11,4807130000,10,1690200000,12,6564880000,13,7763600000,1,850,5
2022-10-29,37,1,4,2,16,3,3,3,37910000,2,10960000,3,44380000,3,37230000,1,3460000,1,850,5
2020-06-01,29,1,1,3,23,2,4,2,16340000,1,9990000,2,14010000,2,23890000,1,1180000,0,638,2
2022-08-26,18,1,5,3,25,3,4,2,26490000,1,3970000,3,30550000,1,6940000,2,18170000,0,661,2
2022-03-01,33,3,4,1,198,4,67,12,6949630000,10,1716570000,11,4642640000,10,2141230000,13,8425930000,0,850,5
2022-11-04,33,3,4,2,211,1,82,11,3992440000,12,6904030000,13,7248900000,10,1528080000,12,5193000000,1,850,5
2023-02-14,12,1,5,2,2,3,3,1,8000000,1,9880000,3,39030000,3,48980000,2,18660000,0,850,5
2023-05-21,31,3,1,2,92,2,31,13,9834720000,10,2374680000,11,4461480000,12,5491230000,12,5897680000,1,850,5
2021-11-03,22,2,2,2,92,1,9,7,375180000,9,890430000,5,107230000,4,74290000,8,408570000,1,689,3
2022-11-18,15,3,5,2,72,1,34,13,9738610000,12,6364820000,10,1756700000,11,3315430000,11,3564560000,0,850,5
2023-03-02,28,1,1,3,31,1,2,2,22870000,2,25690000,1,9410000,1,6440000,1,7180000,1,537,1
2020-05-02,27,1,3,1,23,1,1,3,37690000,1,9260000,3,39240000,1,1630000,3,39860000,0,683,3
2023-06-24,2,2,3,1,78,3,15,5,113590000,7,325520000,9,578620000,6,258150000,4,73550000,0,850,5
2021-08-17,6,3,1,1,90,1,62,10,1297060000,13,9358640000,11,4874940000,13,8588780000,11,3704250000,1,850,5
2023-01-04,14,3,5,2,225,2,77,10,2537320000,13,9623340000,12,5698020000,13,9193560000,12,5942910000,1,850,5
2023-06-22,24,3,4,3,194,4,67,10,1387460000,11,4276420000,12,6869510000,12,6758180000,12,6324550000,1,850,5
2023-08-28,36,2,3,2,70,2,13,8,487380000,9,533260000,9,932530000,5,131390000,4,82230000,0,850,5
2023-09-04,25,2,3,3,16,3,22,7,301760000,4,55120000,8,433540000,7,354840000,8,409040000,1,850,5
2023-01-24,35,3,1,3,189,3,85,10,1241670000,10,1094370000,12,5985780000,10,2092300000,12,5595190000,0,850,5
2021-04-16,9,2,3,2,72,3,7,9,534520000,8,491310000,6,210180000,4,50510000,8,436580000,0,850,5
2021-12-25,34,2,2,1,64,2,16,4,70140000,7,323170000,9,971340000,4,50010000,4,85780000,0,850,5
2020-08-06,20,2,2,2,68,3,10,5,168060000,6,243750000,7,377770000,9,867680000,5,110490000,0,850,5
2021-08-11,35,2,5,1,104,1,20,5,119210000,7,355860000,9,956950000,4,89650000,9,826150000,1,850,5
2022-08-23,29,2,2,1,24,1,10,6,292660000,5,161010000,9,670940000,8,429430000,5,144320000,0,850,5
2021-12-11,5,1,3,3,18,1,1,2,18890000,2,25870000,1,3810000,3,45370000,3,47510000,1,754,4
2022-10-30,10,1,1,3,4,4,4,3,31080000,2,29390000,2,20670000,3,45540000,1,4220000,1,850,5
2023-11-18,29,3,4,2,175,4,86,11,3281280000,12,6907200000,12,6261800000,13,8641080000,10,2931730000,0,850,5
2023-01-26,31,3,2,2,238,3,51,10,1774750000,13,7501540000,11,3248830000,13,8872030000,11,4294940000,0,850,5
2023-07-15,12,1,4,1,17,3,5,3,31970000,3,38910000,1,6660000,3,40890000,3,39770000,0,715,3
2023-07-15,26,3,5,3,171,2,89,11,3312580000,10,2338940000,10,2441490000,11,3405050000,10,2978180000,0,850,5
2020-07-13,31,3,5,2,77,2,93,12,5894000000,12,6868340000,12,6606470000,10,1608200000,12,5890550000,1,850,5
2021-09-25,19,3,1,2,79,1,79,13,8236250000,10,2045630000,10,1114120000,10,1474070000,11,3946250000,1,850,5
2021-06-28,9,2,1,1,107,1,18,9,711880000,4,75160000,9,906470000,8,403510000,9,946510000,0,850,5
2020-01-14,9,1,5,3,7,4,1,3,47010000,3,30390000,2,14720000,2,15050000,1,8010000,0,658,2
2023-02-23,29,3,4,1,62,4,79,13,8911230000,11,3598890000,12,6911050000,13,7266470000,10,2582280000,0,850,5
2022-12-19,24,3,5,2,218,2,98,10,2528800000,12,6481290000,13,8503880000,10,1937750000,13,9510620000,1,850,5
2022-06-22,5,3,5,2,60,4,36,13,7526520000,13,9020070000,10,2430010000,13,9169570000,11,4842730000,0,850,5
2020-05-18,28,3,3,3,190,2,58,13,7335990000,11,3469800000,11,4430020000,12,6189570000,10,2505300000,0,850,5
2023-02-09,6,2,2,1,119,1,14,9,629800000,7,319270000,6,286150000,7,376120000,4,94840000,0,850,5
2023-08-10,16,1,1,2,36,1,5,2,22750000,1,4730000,1,4710000,2,22680000,1,470000,1,708,3
2023-11-06,5,2,5,2,107,1,17,4,85510000,8,427210000,9,579730000,8,493440000,8,457850000,0,850,5
2022-02-27,8,2,3,2,14,1,22,4,87680000,7,375040000,6,207640000,5,162260000,6,295730000,1,850,5
2020-06-02,12,1,3,1,19,3,4,1,8820000,3,32670000,1,5230000,1,5500000,3,35370000,1,417,1
2023-08-29,16,3,2,3,140,3,27,10,2466460000,13,7167150000,11,4395610000,11,4753980000,13,9585900000,0,850,5
2022-08-16,30,3,3,2,213,2,38,10,2181320000,12,5794440000,11,3067590000,13,7542850000,12,6307870000,0,850,5
2022-10-11,25,3,3,3,100,1,49,11,3050080000,12,6571850000,12,5775280000,11,4533510000,11,4767000000,0,850,5
2023-06-27,17,2,2,1,77,2,7,6,212230000,5,152620000,9,608800000,5,147130000,6,270850000,0,850,5
2021-03-08,13,3,2,1,113,4,37,11,3231690000,10,1265960000,11,4057950000,11,3443750000,13,9015940000,1,850,5
2020-09-12,14,3,3,3,185,3,44,10,2747200000,10,1164490000,10,2109300000,10,2229210000,11,4423010000,1,850,5
2023-04-12,37,2,2,1,38,1,24,9,941880000,4,62630000,8,487130000,8,411070000,9,846190000,0,850,5
2020-02-06,33,3,2,3,168,4,89,10,2171670000,10,1571160000,11,3437930000,12,6981800000,13,7769820000,1,850,5
2023-02-23,1,1,3,3,34,4,4,3,49900000,2,26790000,1,7670000,2,28670000,2,29090000,1,819,5
2021-08-04,27,2,3,2,32,3,25,6,277160000,8,496950000,9,887430000,7,336480000,8,436690000,1,850,5
2022-08-24,2,1,2,3,3,4,3,2,14860000,1,4420000,3,49560000,3,31240000,1,5050000,0,827,5
2023-03-26,36,1,2,2,13,1,3,3,43140000,2,27100000,2,23980000,3,47610000,3,33580000,0,850,5
2021-07-09,35,3,3,2,94,2,55,13,8952820000,11,4399980000,11,4947970000,13,7816300000,11,3559590000,0,850,5
2022-11-03,5,3,1,2,115,4,77,10,2511250000,12,5656930000,13,8670690000,12,6115460000,12,6256940000,1,850,5
2023-05-27,23,1,4,1,4,4,1,2,13900000,1,4310000,1,2950000,1,3590000,3,41390000,0,434,1
2021-12-19,34,2,3,2,34,3,23,6,203070000,8,490150000,6,238750000,5,158370000,4,99320000,0,850,5
2021-08-12,35,1,4,3,5,1,4,2,20840000,2,20610000,2,23510000,3,34360000,2,17170000,0,728,3
2020-03-15,33,1,5,3,31,3,1,1,7110000,2,11180000,2,25720000,2,24220000,2,18420000,1,692,3
2020-01-14,37,2,4,1,53,2,15,4,57400000,9,860840000,5,127730000,5,139060000,5,111980000,0,300,1
2022-09-24,19,1,5,2,15,1,5,3,41950000,1,4320000,1,2440000,2,14170000,3,31630000,1,719,3
2022-12-02,21,1,2,2,14,3,2,1,770000,2,27450000,3,41290000,2,25900000,3,48390000,0,622,2
2020-03-06,24,3,3,1,28,1,36,13,8686020000,11,4009110000,11,3857470000,11,4595810000,12,5099220000,1,850,5
2020-07-07,19,1,5,2,29,2,1,3,32500000,3,34240000,2,12670000,3,41940000,3,33460000,1,815,5
2021-07-08,34,1,2,3,35,3,4,2,17350000,2,17040000,3,38830000,2,17820000,2,24990000,1,733,3
2022-12-18,26,1,5,1,21,2,4,1,7830000,2,21170000,2,13730000,2,25000000,1,7520000,0,567,1
2021-02-17,8,1,5,3,2,4,1,1,4160000,1,7110000,2,27210000,1,2430000,3,33610000,0,473,1
